"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"35-44 years"	"35-44"	19	8189	232.02 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"45-54 years"	"45-54"	39	8450	461.54
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"55-64 years"	"55-64"	41	6562	624.81
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"65-74 years"	"65-74"	102	5425	1880.18
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"75-84 years"	"75-84"	200	3693	5415.65
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"85+ years"	"85+"	259	1796	14420.94
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	610	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	2418	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	3469	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	4261	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	4356	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	3025	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"25-34 years"	"25-34"	Suppressed	4948	Suppressed
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"35-44 years"	"35-44"	11	7909	139.08 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"45-54 years"	"45-54"	30	8746	343.01
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"55-64 years"	"55-64"	52	6770	768.09
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"65-74 years"	"65-74"	84	5467	1536.49
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"75-84 years"	"75-84"	179	3715	4818.30
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"85+ years"	"85+"	282	1821	15486.00
	"Otter Tail County, MN"	"27111"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	652	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	2393	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	3432	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	4132	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	4316	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	3087	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"25-34 years"	"25-34"	Suppressed	4870	Suppressed
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"35-44 years"	"35-44"	11	7629	144.19 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"45-54 years"	"45-54"	29	8963	323.55
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"55-64 years"	"55-64"	50	7147	699.59
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"65-74 years"	"65-74"	81	5438	1489.52
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"75-84 years"	"75-84"	175	3736	4684.15
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"85+ years"	"85+"	252	1781	14149.35
	"Otter Tail County, MN"	"27111"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	642	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	2412	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	3395	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	3927	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	4252	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"20-24 years"	"20-24"	Suppressed	3018	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"25-34 years"	"25-34"	Suppressed	4905	Suppressed
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"35-44 years"	"35-44"	12	7280	164.84 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"45-54 years"	"45-54"	29	9095	318.86
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"55-64 years"	"55-64"	54	7448	725.03
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"65-74 years"	"65-74"	100	5516	1812.91
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"75-84 years"	"75-84"	197	3721	5294.28
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"85+ years"	"85+"	242	1809	13377.56
	"Otter Tail County, MN"	"27111"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	673	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	2464	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	3352	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	3920	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"15-19 years"	"15-19"	Suppressed	4104	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"20-24 years"	"20-24"	Suppressed	2979	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"25-34 years"	"25-34"	Suppressed	5008	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"35-44 years"	"35-44"	Suppressed	7019	Suppressed
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"45-54 years"	"45-54"	39	9268	420.80
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"55-64 years"	"55-64"	45	7676	586.24
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"65-74 years"	"65-74"	93	5639	1649.23
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"75-84 years"	"75-84"	154	3776	4078.39
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"85+ years"	"85+"	246	1854	13268.61
	"Otter Tail County, MN"	"27111"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	728	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	2457	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	3301	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	3782	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	4018	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"20-24 years"	"20-24"	Suppressed	2773	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"25-34 years"	"25-34"	Suppressed	5157	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"35-44 years"	"35-44"	Suppressed	6714	Suppressed
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"45-54 years"	"45-54"	34	9326	364.57
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"55-64 years"	"55-64"	51	7915	644.35
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"65-74 years"	"65-74"	92	5761	1596.94
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"75-84 years"	"75-84"	157	3855	4072.63
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"85+ years"	"85+"	255	1890	13492.06
	"Otter Tail County, MN"	"27111"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	740	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	2532	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	3213	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	3764	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	3905	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"20-24 years"	"20-24"	Suppressed	2709	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"25-34 years"	"25-34"	Suppressed	5321	Suppressed
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"35-44 years"	"35-44"	12	6360	188.68 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"45-54 years"	"45-54"	31	9305	333.15
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"55-64 years"	"55-64"	44	8082	544.42
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"65-74 years"	"65-74"	68	5981	1136.93
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"75-84 years"	"75-84"	158	3841	4113.51
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"85+ years"	"85+"	278	1938	14344.69
	"Otter Tail County, MN"	"27111"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	691	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	2586	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	3182	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	3647	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	3727	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	2577	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"25-34 years"	"25-34"	Suppressed	5558	Suppressed
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"35-44 years"	"35-44"	16	5994	266.93 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"45-54 years"	"45-54"	39	9214	423.27
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"55-64 years"	"55-64"	55	8253	666.42
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"65-74 years"	"65-74"	100	6114	1635.59
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"75-84 years"	"75-84"	186	3837	4847.54
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"85+ years"	"85+"	270	1953	13824.88
	"Otter Tail County, MN"	"27111"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	678	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	2637	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	3232	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	3589	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	3565	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	2520	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	5646	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"35-44 years"	"35-44"	Suppressed	5801	Suppressed
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"45-54 years"	"45-54"	21	9093	230.95
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"55-64 years"	"55-64"	43	8510	505.29
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"65-74 years"	"65-74"	97	6156	1575.70
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"75-84 years"	"75-84"	165	3888	4243.83
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"85+ years"	"85+"	292	1988	14688.13
	"Otter Tail County, MN"	"27111"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	569	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	2729	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	3238	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	3515	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	3541	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	2586	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"25-34 years"	"25-34"	Suppressed	5692	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"35-44 years"	"35-44"	Suppressed	5637	Suppressed
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"45-54 years"	"45-54"	35	8809	397.32
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"55-64 years"	"55-64"	63	8791	716.64
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"65-74 years"	"65-74"	96	6324	1518.03
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"75-84 years"	"75-84"	185	3987	4640.08
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"85+ years"	"85+"	286	1939	14749.87
	"Otter Tail County, MN"	"27111"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	625	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	2700	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	3273	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	3454	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	3495	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	2707	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	5690	Suppressed
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"35-44 years"	"35-44"	10	5490	182.15 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"45-54 years"	"45-54"	27	8494	317.87
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"55-64 years"	"55-64"	61	8941	682.25
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"65-74 years"	"65-74"	88	6550	1343.51
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"75-84 years"	"75-84"	168	4000	4200.00
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"85+ years"	"85+"	304	1920	15833.33
	"Otter Tail County, MN"	"27111"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	633	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	2690	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	3375	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	3431	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	3465	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	2880	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"25-34 years"	"25-34"	11	5744	191.50 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"35-44 years"	"35-44"	Suppressed	5452	Suppressed
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"45-54 years"	"45-54"	25	8193	305.14
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"55-64 years"	"55-64"	75	9100	824.18
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"65-74 years"	"65-74"	107	6687	1600.12
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"75-84 years"	"75-84"	160	4000	4000.00
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"85+ years"	"85+"	265	1961	13513.51
	"Otter Tail County, MN"	"27111"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	675	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	2625	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	3435	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	3412	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	3424	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	2941	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"25-34 years"	"25-34"	Suppressed	5696	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"35-44 years"	"35-44"	Suppressed	5479	Suppressed
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"45-54 years"	"45-54"	24	7817	307.02
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"55-64 years"	"55-64"	62	9216	672.74
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"65-74 years"	"65-74"	89	6900	1289.86
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"75-84 years"	"75-84"	192	4056	4733.73
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"85+ years"	"85+"	291	1983	14674.74
	"Otter Tail County, MN"	"27111"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	680	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	2621	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	3551	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	3381	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	3415	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	2968	Suppressed
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"25-34 years"	"25-34"	10	5664	176.55 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"35-44 years"	"35-44"	11	5496	200.15 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"45-54 years"	"45-54"	23	7417	310.10
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"55-64 years"	"55-64"	70	9312	751.72
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"65-74 years"	"65-74"	104	7181	1448.27
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"75-84 years"	"75-84"	169	4072	4150.29
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"85+ years"	"85+"	284	2016	14087.30
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	676	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	2735	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	3586	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	3452	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	3356	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	2961	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"25-34 years"	"25-34"	Suppressed	5607	Suppressed
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"35-44 years"	"35-44"	11	5621	195.69 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"45-54 years"	"45-54"	21	7110	295.36
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"55-64 years"	"55-64"	77	9492	811.21
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"65-74 years"	"65-74"	111	7362	1507.74
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"75-84 years"	"75-84"	151	4117	3667.72
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"85+ years"	"85+"	289	2010	14378.11
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Pennington County, MN"	"27113"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	171	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	652	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	873	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	1013	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	1212	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	881	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	1585	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	2077	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	1803	Suppressed
	"Pennington County, MN"	"27113"	"1999"	"1999"	"55-64 years"	"55-64"	14	1246	1123.60 (Unreliable)
	"Pennington County, MN"	"27113"	"1999"	"1999"	"65-74 years"	"65-74"	22	956	2301.26
	"Pennington County, MN"	"27113"	"1999"	"1999"	"75-84 years"	"75-84"	35	826	4237.29
	"Pennington County, MN"	"27113"	"1999"	"1999"	"85+ years"	"85+"	74	372	19892.47
	"Pennington County, MN"	"27113"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Pennington County, MN"	"27113"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	190	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	649	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	851	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	981	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	1189	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	896	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	1561	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"35-44 years"	"35-44"	Suppressed	2022	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"45-54 years"	"45-54"	Suppressed	1842	Suppressed
	"Pennington County, MN"	"27113"	"2000"	"2000"	"55-64 years"	"55-64"	13	1262	1030.11 (Unreliable)
	"Pennington County, MN"	"27113"	"2000"	"2000"	"65-74 years"	"65-74"	26	952	2731.09
	"Pennington County, MN"	"27113"	"2000"	"2000"	"75-84 years"	"75-84"	39	823	4738.76
	"Pennington County, MN"	"27113"	"2000"	"2000"	"85+ years"	"85+"	60	366	16393.44
	"Pennington County, MN"	"27113"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Pennington County, MN"	"27113"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	154	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	628	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	818	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	953	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	1094	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	961	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"25-34 years"	"25-34"	Suppressed	1499	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"35-44 years"	"35-44"	Suppressed	1956	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"45-54 years"	"45-54"	Suppressed	1896	Suppressed
	"Pennington County, MN"	"27113"	"2001"	"2001"	"55-64 years"	"55-64"	11	1284	856.70 (Unreliable)
	"Pennington County, MN"	"27113"	"2001"	"2001"	"65-74 years"	"65-74"	18	958	1878.91 (Unreliable)
	"Pennington County, MN"	"27113"	"2001"	"2001"	"75-84 years"	"75-84"	46	800	5750.00
	"Pennington County, MN"	"27113"	"2001"	"2001"	"85+ years"	"85+"	52	372	13978.49
	"Pennington County, MN"	"27113"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Pennington County, MN"	"27113"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	159	Suppressed
	"Pennington County, MN"	"27113"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	667	Suppressed
