"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"35-44 years"	"35-44"	31	21690	142.92
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"45-54 years"	"45-54"	46	18104	254.09
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"55-64 years"	"55-64"	66	11362	580.88
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"65-74 years"	"65-74"	127	7096	1789.74
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"75-84 years"	"75-84"	221	4962	4453.85
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"85+ years"	"85+"	292	2201	13266.70
	"Olmsted County, MN"	"27109"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	1950	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	7444	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	8987	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	9833	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	9297	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	8422	Suppressed
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"25-34 years"	"25-34"	10	18814	53.15 (Unreliable)
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"35-44 years"	"35-44"	34	21170	160.60
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"45-54 years"	"45-54"	42	18881	222.45
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"55-64 years"	"55-64"	83	11841	700.95
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"65-74 years"	"65-74"	116	7251	1599.78
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"75-84 years"	"75-84"	194	5055	3837.78
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"85+ years"	"85+"	292	2251	12972.01
	"Olmsted County, MN"	"27109"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	2032	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	7779	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	9121	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	9613	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	9409	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	8517	Suppressed
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"25-34 years"	"25-34"	14	19058	73.46 (Unreliable)
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"35-44 years"	"35-44"	21	20670	101.60
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"45-54 years"	"45-54"	53	19734	268.57
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"55-64 years"	"55-64"	80	12308	649.98
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"65-74 years"	"65-74"	121	7465	1620.90
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"75-84 years"	"75-84"	201	5188	3874.33
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"85+ years"	"85+"	287	2301	12472.84
	"Olmsted County, MN"	"27109"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	2038	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	8047	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	9075	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	9502	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	9456	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"20-24 years"	"20-24"	Suppressed	8672	Suppressed
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"25-34 years"	"25-34"	12	19245	62.35 (Unreliable)
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"35-44 years"	"35-44"	16	20135	79.46 (Unreliable)
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"45-54 years"	"45-54"	54	20623	261.84
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"55-64 years"	"55-64"	99	12781	774.59
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"65-74 years"	"65-74"	114	7751	1470.78
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"75-84 years"	"75-84"	215	5223	4116.41
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"85+ years"	"85+"	290	2405	12058.21
	"Olmsted County, MN"	"27109"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"< 1 year"	"1"	10	2072	482.63 (Unreliable)
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	8222	Suppressed
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	9293	Suppressed
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	9465	Suppressed
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"15-19 years"	"15-19"	Suppressed	9405	Suppressed
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"20-24 years"	"20-24"	Suppressed	8841	Suppressed
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"25-34 years"	"25-34"	18	19519	92.22 (Unreliable)
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"35-44 years"	"35-44"	22	19811	111.05
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"45-54 years"	"45-54"	67	21341	313.95
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"55-64 years"	"55-64"	70	13320	525.53
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"65-74 years"	"65-74"	105	8092	1297.58
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"75-84 years"	"75-84"	225	5419	4152.06
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"85+ years"	"85+"	300	2493	12033.69
	"Olmsted County, MN"	"27109"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"< 1 year"	"1"	15	2120	707.55 (Unreliable)
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	8431	Suppressed
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	9548	Suppressed
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	9480	Suppressed
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	9263	Suppressed
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"20-24 years"	"20-24"	Suppressed	8624	Suppressed
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"25-34 years"	"25-34"	12	20279	59.17 (Unreliable)
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"35-44 years"	"35-44"	30	19398	154.66
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"45-54 years"	"45-54"	71	21701	327.17
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"55-64 years"	"55-64"	75	14022	534.87
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"65-74 years"	"65-74"	104	8438	1232.52
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"75-84 years"	"75-84"	201	5512	3646.59
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"85+ years"	"85+"	307	2553	12025.07
	"Olmsted County, MN"	"27109"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"< 1 year"	"1"	15	2133	703.23 (Unreliable)
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	8488	Suppressed
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	9930	Suppressed
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	9471	Suppressed
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	9161	Suppressed
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"20-24 years"	"20-24"	Suppressed	8615	Suppressed
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"25-34 years"	"25-34"	19	21098	90.06 (Unreliable)
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"35-44 years"	"35-44"	17	18861	90.13 (Unreliable)
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"45-54 years"	"45-54"	62	22015	281.63
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"55-64 years"	"55-64"	80	14641	546.41
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"65-74 years"	"65-74"	114	8828	1291.35
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"75-84 years"	"75-84"	227	5627	4034.12
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"85+ years"	"85+"	326	2659	12260.25
	"Olmsted County, MN"	"27109"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"< 1 year"	"1"	19	2097	906.06 (Unreliable)
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	8651	Suppressed
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	10205	Suppressed
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	9545	Suppressed
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	8920	Suppressed
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	8500	Suppressed
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"25-34 years"	"25-34"	15	21833	68.70 (Unreliable)
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"35-44 years"	"35-44"	26	18497	140.56
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"45-54 years"	"45-54"	60	22121	271.24
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"55-64 years"	"55-64"	88	15418	570.76
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"65-74 years"	"65-74"	128	9274	1380.20
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"75-84 years"	"75-84"	223	5743	3882.99
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"85+ years"	"85+"	324	2717	11924.92
	"Olmsted County, MN"	"27109"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"< 1 year"	"1"	11	2121	518.62 (Unreliable)
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	8662	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	10337	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	9562	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	8826	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	8239	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	22018	Suppressed
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"35-44 years"	"35-44"	19	18182	104.50 (Unreliable)
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"45-54 years"	"45-54"	56	22166	252.64
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"55-64 years"	"55-64"	85	16002	531.18
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"65-74 years"	"65-74"	127	9587	1324.71
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"75-84 years"	"75-84"	219	5795	3779.12
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"85+ years"	"85+"	362	2751	13158.85
	"Olmsted County, MN"	"27109"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"< 1 year"	"1"	17	2185	778.03 (Unreliable)
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	8584	Suppressed
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	10486	Suppressed
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	9701	Suppressed
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	8922	Suppressed
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	8129	Suppressed
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"25-34 years"	"25-34"	10	22232	44.98 (Unreliable)
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"35-44 years"	"35-44"	20	18014	111.02
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"45-54 years"	"45-54"	54	21938	246.15
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"55-64 years"	"55-64"	87	16921	514.15
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"65-74 years"	"65-74"	149	9849	1512.84
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"75-84 years"	"75-84"	215	6060	3547.85
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"85+ years"	"85+"	347	2911	11920.30
	"Olmsted County, MN"	"27109"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"< 1 year"	"1"	10	2091	478.24 (Unreliable)
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	8530	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	10666	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	9697	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	8865	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	8273	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	22310	Suppressed
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"35-44 years"	"35-44"	29	18218	159.18
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"45-54 years"	"45-54"	50	21332	234.39
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"55-64 years"	"55-64"	95	17504	542.73
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"65-74 years"	"65-74"	132	10362	1273.89
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"75-84 years"	"75-84"	204	6189	3296.17
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"85+ years"	"85+"	395	3029	13040.61
	"Olmsted County, MN"	"27109"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	2170	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	8445	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	10823	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	9877	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	8780	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	8568	Suppressed
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"25-34 years"	"25-34"	19	22473	84.55 (Unreliable)
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"35-44 years"	"35-44"	20	18606	107.49
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"45-54 years"	"45-54"	57	20761	274.55
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"55-64 years"	"55-64"	91	18215	499.59
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"65-74 years"	"65-74"	151	10806	1397.37
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"75-84 years"	"75-84"	215	6345	3388.49
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"85+ years"	"85+"	401	3164	12673.83
	"Olmsted County, MN"	"27109"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	2207	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	8387	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	10796	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	10051	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	8792	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	8536	Suppressed
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"25-34 years"	"25-34"	17	22314	76.19 (Unreliable)
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"35-44 years"	"35-44"	21	18855	111.38
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"45-54 years"	"45-54"	59	20238	291.53
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"55-64 years"	"55-64"	96	18896	508.04
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"65-74 years"	"65-74"	130	11245	1156.07
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"75-84 years"	"75-84"	219	6577	3329.79
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"85+ years"	"85+"	439	3174	13831.13
	"Olmsted County, MN"	"27109"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"< 1 year"	"1"	11	2219	495.72 (Unreliable)
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	8518	Suppressed
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	10619	Suppressed
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	10324	Suppressed
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	8756	Suppressed
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	8597	Suppressed
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"25-34 years"	"25-34"	14	22221	63.00 (Unreliable)
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"35-44 years"	"35-44"	23	19086	120.51
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"45-54 years"	"45-54"	55	19607	280.51
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"55-64 years"	"55-64"	104	19528	532.57
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"65-74 years"	"65-74"	148	11655	1269.84
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"75-84 years"	"75-84"	237	6814	3478.13
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"85+ years"	"85+"	420	3307	12700.33
	"Olmsted County, MN"	"27109"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	2199	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	8640	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	10540	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	10508	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	8854	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	8839	Suppressed
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"25-34 years"	"25-34"	18	22433	80.24 (Unreliable)
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"35-44 years"	"35-44"	21	19404	108.23
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"45-54 years"	"45-54"	50	19114	261.59
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"55-64 years"	"55-64"	135	19996	675.14
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"65-74 years"	"65-74"	144	12149	1185.28
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"75-84 years"	"75-84"	262	7016	3734.32
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"85+ years"	"85+"	424	3410	12434.02
	"Olmsted County, MN"	"27109"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	569	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	2547	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	3727	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	4512	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	4544	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	2350	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	5382	Suppressed
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"35-44 years"	"35-44"	12	8528	140.71 (Unreliable)
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"45-54 years"	"45-54"	26	7612	341.57
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"55-64 years"	"55-64"	54	6094	886.12
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"65-74 years"	"65-74"	117	5381	2174.32
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"75-84 years"	"75-84"	177	3716	4763.19
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"85+ years"	"85+"	256	1718	14901.05
	"Otter Tail County, MN"	"27111"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	597	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	2540	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	3693	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	4512	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	4583	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	2434	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	5315	Suppressed
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"35-44 years"	"35-44"	16	8539	187.38 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"45-54 years"	"45-54"	35	7856	445.52
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"55-64 years"	"55-64"	64	6235	1026.46
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"65-74 years"	"65-74"	96	5408	1775.15
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"75-84 years"	"75-84"	167	3718	4491.66
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"85+ years"	"85+"	248	1729	14343.55
	"Otter Tail County, MN"	"27111"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	563	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	2445	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	3617	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	4360	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	4581	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	2567	Suppressed
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"25-34 years"	"25-34"	11	5115	215.05 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"35-44 years"	"35-44"	12	8353	143.66 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"45-54 years"	"45-54"	16	8181	195.58 (Unreliable)
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"55-64 years"	"55-64"	48	6390	751.17
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"65-74 years"	"65-74"	92	5408	1701.18
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"75-84 years"	"75-84"	206	3704	5561.56
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"85+ years"	"85+"	255	1792	14229.91
	"Otter Tail County, MN"	"27111"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	602	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	2426	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	3496	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	4280	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	4470	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	2819	Suppressed
	"Otter Tail County, MN"	"27111"	"2002"	"2002"	"25-34 years"	"25-34"	Suppressed	5037	Suppressed
